100004361686,https://item.jd.com/100004361686.html,松下（Panasonic）冲牙器 洗牙器 水牙线 美牙仪 预防牙结石正畸适用 超声波洁牙器 EW1511 送男女友新年礼物,499.0,超声波洁牙仪,50000
10029725162491,https://item.jd.com/10029725162491.html,贝医生（DR·BEI） 真超声波洁牙器洗牙器洗牙清洁器洗牙家用去除牙结石清洁烟渍茶渍礼物送女友 老婆 6万+好评洁牙仪T1【升级款】,239.0,超声波洁牙仪,50000
100037297573,https://item.jd.com/100037297573.html,松下（Panasonic）冲牙器 立式超声波洗牙器 美牙仪 洁牙器 瞬时杀菌水牙线极光塔EW-1533-A 情人节送男女友礼物,1099.0,超声波洁牙仪,500
10041520591346,https://item.jd.com/10041520591346.html,贝医生（DR·BEI） 超声波洁牙器洗牙器牙齿清洁牙结石清洁器牙垢茶渍烟污渍清洗电量可视洗牙器送礼物 超声波洁牙仪T2(晒单有礼),289.0,超声波洁牙仪,10000
10049397530045,https://item.jd.com/10049397530045.html,kosion 德国超声波洁牙仪家用牙结石去除器洗牙齿污垢除牙石溶解清洁神器 白色,499.0,超声波洁牙仪,2000
100037297591,https://item.jd.com/100037297591.html,松下（Panasonic）冲牙器 立式超声波洗牙器 美牙仪 洁牙器 瞬时杀菌水牙线EW-1533-PN 情人节送男女友礼物,1099.0,超声波洁牙仪,100
10049397530046,https://item.jd.com/10049397530046.html,kosion 德国超声波洁牙仪家用牙结石去除器洗牙齿污垢除牙石溶解清洁神器 黑色,499.0,超声波洁牙仪,2000
10045916341727,https://item.jd.com/10045916341727.html,胖猫可视超声波洁牙器智能可视化洁牙仪高清微距摄像头手机看牙齿清洁神器洗牙结石去除器祛烟渍牙垢工具德国 可视化丨超声波4头带灯+防护罩+口...,298.0,超声波洁牙仪,2000
100036738342,https://item.jd.com/100036738342.html,博皓（prooral）可视超声波洁牙器牙结石去除器家用电动洁牙仪洗牙器牙齿牙垢清洁 白色,229.0,超声波洁牙仪,2000
10027667512891,https://item.jd.com/10027667512891.html,素诺 有品可视超声波洁牙器牙结石去除器家用电动洁牙仪洗牙器牙垢清除器 宝石蓝-T12pro升级款（晒图有礼） T12pro,169.0,超声波洁牙仪,20000
10023929005305,https://item.jd.com/10023929005305.html,析爱 X7Pro超声波洁牙器 洗牙结石去除器洗牙器带灯洁牙仪洗牙神器牙垢清除器烟渍茶渍牙渍牙齿清洁器 【四档定期洗】+4洁牙头+带灯+扳手+口腔镜,119.0,超声波洁牙仪,10000
10027667512890,https://item.jd.com/10027667512890.html,素诺 有品可视超声波洁牙器牙结石去除器家用电动洁牙仪洗牙器牙垢清除器 月牙白-T12pro升级款（晒图有礼） T12pro,169.0,超声波洁牙仪,20000
10026701166519,https://item.jd.com/10026701166519.html,胖猫德国电动冲牙器手持喷水式冲洗牙神器矫正畸牙套洁牙仪通用便携家庭充电成人大小孩子学生儿童迷你水牙线 顶配出口款丨主机+6个喷嘴+喷嘴盒+...,238.0,超声波洁牙仪,1000
10054338989504,https://item.jd.com/10054338989504.html,博皓电动冲牙器5025Pro 洗牙器水牙线洁牙器美牙仪 搭配牙刷清洁口腔牙缝 超声波微气泡 情人节礼物 260ml水箱 瓷白,209.0,超声波洁牙仪,5000
10061542207443,https://item.jd.com/10061542207443.html,kosion 超声波洁牙仪家用牙结石去除器洗牙齿污垢除牙石溶解清洁神器,599.0,超声波洁牙仪,55
10025071286733,https://item.jd.com/10025071286733.html,贝医生（DR·BEI） 真超声波洁牙器洗牙器洗牙清洁器洗牙家用去除牙结石清洁烟渍茶渍礼物送女友 老婆 洁牙仪YC2【经典款】,199.0,超声波洁牙仪,50000
10063673890718,https://item.jd.com/10063673890718.html,博皓电动冲牙器5025Pro 洗牙器水牙线洁牙器美牙仪 搭配牙刷清洁口腔牙缝 超声波微气泡 情人节礼物 260ml水箱 粉黛,209.0,超声波洁牙仪,5000
10036476867605,https://item.jd.com/10036476867605.html,胖猫真超声波洁牙仪洗牙结石去除器牙垢清洁器可视化显示屏烟渍牙齿清洁神器家用牙结石清理器电动工具 大功率丨真超声波丨屏显5档4灯+口镜+舌刮...,288.0,超声波洁牙仪,500
100019760949,https://item.jd.com/100019760949.html,松下水牙线超声波洁牙器电动冲牙器便携洗牙器便携式洁牙器正畸牙齿清洁器冲洗器洁牙仪水线1521,559.0,超声波洁牙仪,100
10053029020012,https://item.jd.com/10053029020012.html,博皓电动冲牙器5025Pro 洗牙器水牙线洁牙器美牙仪 搭配牙刷清洁口腔牙缝 超声波微气泡 情人节礼物 260ml水箱 釉蓝,209.0,超声波洁牙仪,5000
10066685757929,https://item.jd.com/10066685757929.html,超声波洁牙仪器洗牙器洗牙清洁器家用去除牙结石清洁烟渍茶渍牙垢清除器 送父母亲爸爸妈妈老公老婆男女生平安夜圣诞节生日礼物 高档实用领导护...,169.0,超声波洁牙仪,200
10067041092303,https://item.jd.com/10067041092303.html,素诺可视超声波洁牙器 冲洗一体超声波洁牙仪器洗牙器洗牙清洁器家用洗牙齿  T13 Pro 【冲洗一体】超声波洁牙仪,239.0,超声波洁牙仪,82
10035516918430,https://item.jd.com/10035516918430.html,胖猫牙结石去除器真超声波洁牙器大功率冲牙器洗牙仪电动家用神器溶解剔牙器清除牙垢工具烟渍茶清洁器 珍珠白丨超声波2头带灯+口腔镜+舌苔刮+洁...,198.0,超声波洁牙仪,1000
10035516918429,https://item.jd.com/10035516918429.html,胖猫牙结石去除器真超声波洁牙器大功率冲牙器洗牙仪电动家用神器溶解剔牙器清除牙垢工具烟渍茶清洁器 宝石绿丨超声波2头带灯+口腔镜+舌苔刮+洁...,198.0,超声波洁牙仪,1000
10043876446927,https://item.jd.com/10043876446927.html,素诺 可视洗牙器牙结石去除器 超声波洁牙器 新款高清500W像素可视洁牙 素诺可视声波洁牙仪宝石蓝（T12pro升级款）,149.0,超声波洁牙仪,1000
10028568976404,https://item.jd.com/10028568976404.html,素诺 可视洗牙器牙结石去除器 超声波洁牙器 新款高清500W像素可视洁牙 素诺可视声波洁牙仪月牙白（T12pro升级款）,149.0,超声波洁牙仪,1000
10023601343450,https://item.jd.com/10023601343450.html,析爱 T3Pro 超声波洁牙器 洗牙结石去除器洗牙器带灯洁牙仪洗牙神器牙垢清除器烟渍茶渍牙渍清理工具 金属机身-超声波洁牙仪,129.0,超声波洁牙仪,1000
10056718234482,https://item.jd.com/10056718234482.html,博皓电动冲牙器5025Pro 洗牙器水牙线洁牙器美牙仪 搭配牙刷清洁口腔牙缝 超声波微气泡 情人节礼物 260ml水箱 蓝白,209.0,超声波洁牙仪,5000
10036037971172,https://item.jd.com/10036037971172.html,佳禾美（JIAHEMEI） 儿童冲牙器电动洗牙器家用便携式水牙线超声波洁牙正畸牙齿缝清洁神器仪防蛀牙 超值装-樱甜1支【喷嘴*4+贴纸】,149.0,超声波洁牙仪,10000
10041780426515,https://item.jd.com/10041780426515.html,贝医生贝医生 超声波洁牙器洗牙器去除牙结石清理烟渍牙垢清洁器去黄牙齿清洗机年货送礼送男女友礼物T2 超声波洁牙仪T2,289.0,超声波洁牙仪,79
10067046616116,https://item.jd.com/10067046616116.html,素诺洁牙仪智能可视冲洗一体声波去除牙结石洗牙齿 T13 Pro 【冲洗一体】声波洁牙仪,239.0,超声波洁牙仪,48
100043102696,https://item.jd.com/100043102696.html,松下（Panasonic）冲牙器 洗牙器 水牙线 美牙仪 预防牙结石正畸适用 超声波洁牙器 EW1511 节日礼物,479.0,超声波洁牙仪,0
10053029020014,https://item.jd.com/10053029020014.html,博皓电动冲牙器5025Pro 洗牙器水牙线洁牙器美牙仪 搭配牙刷清洁口腔牙缝 超声波微气泡 情人节礼物 260ml水箱 墨黑,209.0,超声波洁牙仪,5000
10036037971171,https://item.jd.com/10036037971171.html,佳禾美（JIAHEMEI） 儿童冲牙器电动洗牙器家用便携式水牙线超声波洁牙正畸牙齿缝清洁神器仪防蛀牙 超值装-冰蓝1支【喷嘴*4+贴纸】,149.0,超声波洁牙仪,10000
10036617104725,https://item.jd.com/10036617104725.html,松下（Panasonic） 超声波冲牙器洁牙器水牙线洗牙器1511洁牙仪牙齿清洁器剔牙神器1521  简约白(EW1521),699.0,超声波洁牙仪,89
10048584835453,https://item.jd.com/10048584835453.html,胖猫可视化超声波洗牙器可视洁牙仪高清的微距摄像头牙齿清洁神器清理牙结石剔除器去烟茶渍工具德国品牌出口 可视超声波丨4个头带灯+防护罩+口...,288.0,超声波洁牙仪,200
10025787573161,https://item.jd.com/10025787573161.html,超声波洁牙器洗牙器洁牙仪家用洗牙神器牙垢清除器烟渍茶渍牙渍牙齿清洁器 暗夜绿【金属机身】口腔镜+4洁牙头+扳手 保价双11,129.0,超声波洁牙仪,5000
10035762026710,https://item.jd.com/10035762026710.html,同诗（T-FLASH）同诗（T-FLASH） 超声波洁牙器洗牙器牙结石去除器牙垢清除神器牙齿清理洁牙仪大功率冲牙器洗牙仪 焕能白【标准款】,219.0,超声波洁牙仪,2000
10036037971170,https://item.jd.com/10036037971170.html,佳禾美（JIAHEMEI） 儿童冲牙器电动洗牙器家用便携式水牙线超声波洁牙正畸牙齿缝清洁神器仪防蛀牙 超值装-橘海1支【喷嘴*4+贴纸】,149.0,超声波洁牙仪,10000
